Paths,Labels
Dataset\drink\011079.jpg,drink
Dataset\clothes\007049.jpg,clothes
Dataset\no\015559.jpg,no
Dataset\before\001984.jpg,before
Dataset\cousin\008577.jpg,cousin
Dataset\chair\006092.jpg,chair
Dataset\clothes\006648.jpg,clothes
Dataset\computer\007302.jpg,computer
Dataset\drink\010841.jpg,drink
Dataset\drink\011039.jpg,drink
Dataset\all\000658.jpg,all
Dataset\who\018862.jpg,who
Dataset\all\000752.jpg,all
Dataset\before\002082.jpg,before
Dataset\walk\018101.jpg,walk
Dataset\walk\016920.jpg,walk
Dataset\thin\015904.jpg,thin
Dataset\drink\011569.jpg,drink
Dataset\help\014201.jpg,help
Dataset\walk\017324.jpg,walk
Dataset\drink\011219.jpg,drink
Dataset\cousin\009410.jpg,cousin
Dataset\computer\007364.jpg,computer
Dataset\book\003411.jpg,book
Dataset\black\002228.jpg,black
Dataset\computer\007415.jpg,computer
Dataset\candy\005227.jpg,candy
Dataset\no\015335.jpg,no
Dataset\book\003653.jpg,book
Dataset\no\014648.jpg,no
Dataset\chair\005497.jpg,chair
Dataset\candy\005156.jpg,candy
Dataset\chair\005666.jpg,chair
Dataset\candy\004673.jpg,candy
Dataset\clothes\006608.jpg,clothes
Dataset\black\002365.jpg,black
Dataset\all\000048.jpg,all
Dataset\fine\012460.jpg,fine
Dataset\walk\016971.jpg,walk
Dataset\who\018773.jpg,who
Dataset\yes\021764.jpg,yes
Dataset\cousin\009361.jpg,cousin
Dataset\drink\011194.jpg,drink
Dataset\no\015121.jpg,no
Dataset\deaf\010149.jpg,deaf
Dataset\before\001945.jpg,before
Dataset\who\019234.jpg,who
Dataset\who\018511.jpg,who
Dataset\clothes\007221.jpg,clothes
Dataset\walk\018001.jpg,walk
Dataset\candy\004756.jpg,candy
Dataset\fine\013006.jpg,fine
Dataset\deaf\009539.jpg,deaf
Dataset\yes\021578.jpg,yes
Dataset\fine\012734.jpg,fine
Dataset\drink\011260.jpg,drink
Dataset\drink\011767.jpg,drink
Dataset\thin\016001.jpg,thin
Dataset\chair\006309.jpg,chair
Dataset\cousin\008843.jpg,cousin
Dataset\candy\004591.jpg,candy
Dataset\before\001872.jpg,before
Dataset\fine\012937.jpg,fine
Dataset\clothes\006629.jpg,clothes
Dataset\drink\012033.jpg,drink
Dataset\no\015498.jpg,no
Dataset\walk\017428.jpg,walk
Dataset\before\001214.jpg,before
Dataset\clothes\007169.jpg,clothes
Dataset\cousin\009422.jpg,cousin
Dataset\yes\021584.jpg,yes
Dataset\clothes\007224.jpg,clothes
Dataset\year\020749.jpg,year
Dataset\drink\010791.jpg,drink
Dataset\cousin\009103.jpg,cousin
Dataset\deaf\009568.jpg,deaf
Dataset\drink\011124.jpg,drink
Dataset\black\002541.jpg,black
Dataset\deaf\010139.jpg,deaf
Dataset\book\002913.jpg,book
Dataset\before\001039.jpg,before
Dataset\year\020043.jpg,year
Dataset\yes\021687.jpg,yes
Dataset\thin\015792.jpg,thin
Dataset\yes\021849.jpg,yes
Dataset\all\000730.jpg,all
Dataset\no\015074.jpg,no
Dataset\go\013239.jpg,go
Dataset\no\014966.jpg,no
Dataset\go\013275.jpg,go
Dataset\cousin\008716.jpg,cousin
Dataset\yes\021220.jpg,yes
Dataset\walk\017345.jpg,walk
Dataset\all\000543.jpg,all
Dataset\chair\005866.jpg,chair
Dataset\no\015519.jpg,no
Dataset\all\000147.jpg,all
Dataset\candy\005352.jpg,candy
Dataset\who\018726.jpg,who
Dataset\cousin\009232.jpg,cousin
Dataset\all\000242.jpg,all
Dataset\deaf\010399.jpg,deaf
Dataset\book\003596.jpg,book
Dataset\deaf\009617.jpg,deaf
Dataset\drink\011520.jpg,drink
Dataset\year\020038.jpg,year
Dataset\fine\012556.jpg,fine
Dataset\before\001953.jpg,before
Dataset\walk\017409.jpg,walk
Dataset\before\001595.jpg,before
Dataset\drink\010481.jpg,drink
Dataset\book\004257.jpg,book
Dataset\help\014067.jpg,help
Dataset\drink\011521.jpg,drink
Dataset\book\004120.jpg,book
Dataset\black\002681.jpg,black
Dataset\all\000845.jpg,all
Dataset\deaf\009971.jpg,deaf
Dataset\go\013619.jpg,go
Dataset\chair\006040.jpg,chair
Dataset\before\001784.jpg,before
Dataset\all\000063.jpg,all
Dataset\all\000001.jpg,all
Dataset\clothes\007242.jpg,clothes
Dataset\book\003463.jpg,book
Dataset\clothes\007160.jpg,clothes
Dataset\deaf\009691.jpg,deaf
Dataset\yes\021536.jpg,yes
Dataset\before\002145.jpg,before
Dataset\book\003666.jpg,book
Dataset\cousin\008426.jpg,cousin
Dataset\go\013338.jpg,go
Dataset\cousin\009454.jpg,cousin
Dataset\clothes\007176.jpg,clothes
Dataset\drink\011608.jpg,drink
Dataset\black\002272.jpg,black
Dataset\cousin\009464.jpg,cousin
Dataset\deaf\010147.jpg,deaf
Dataset\book\004374.jpg,book
Dataset\drink\010740.jpg,drink
Dataset\cousin\009011.jpg,cousin
Dataset\who\018616.jpg,who
Dataset\walk\017078.jpg,walk
Dataset\fine\012934.jpg,fine
Dataset\chair\006287.jpg,chair
Dataset\cousin\009401.jpg,cousin
Dataset\computer\007616.jpg,computer
Dataset\cousin\009151.jpg,cousin
Dataset\cousin\009016.jpg,cousin
Dataset\who\019404.jpg,who
Dataset\chair\006004.jpg,chair
Dataset\book\004202.jpg,book
Dataset\chair\006310.jpg,chair
Dataset\book\003450.jpg,book
Dataset\clothes\006757.jpg,clothes
Dataset\computer\007555.jpg,computer
Dataset\who\019323.jpg,who
Dataset\computer\007678.jpg,computer
Dataset\chair\005993.jpg,chair
Dataset\clothes\006665.jpg,clothes
Dataset\candy\004991.jpg,candy
Dataset\computer\007883.jpg,computer
Dataset\cousin\008591.jpg,cousin
Dataset\all\000414.jpg,all
Dataset\help\013916.jpg,help
Dataset\before\001176.jpg,before
Dataset\walk\017502.jpg,walk
Dataset\help\014265.jpg,help
Dataset\who\019269.jpg,who
Dataset\walk\017581.jpg,walk
Dataset\thin\016465.jpg,thin
Dataset\walk\017090.jpg,walk
Dataset\cousin\009364.jpg,cousin
Dataset\thin\016026.jpg,thin
Dataset\computer\007342.jpg,computer
Dataset\drink\010415.jpg,drink
Dataset\yes\021442.jpg,yes
Dataset\drink\011953.jpg,drink
Dataset\before\001515.jpg,before
Dataset\fine\012623.jpg,fine
Dataset\deaf\010370.jpg,deaf
Dataset\clothes\006865.jpg,clothes
Dataset\candy\005305.jpg,candy
Dataset\yes\021360.jpg,yes
Dataset\candy\005322.jpg,candy
Dataset\walk\017998.jpg,walk
Dataset\clothes\006825.jpg,clothes
Dataset\yes\021645.jpg,yes
Dataset\yes\021831.jpg,yes
Dataset\thin\016309.jpg,thin
Dataset\who\018868.jpg,who
Dataset\go\013216.jpg,go
Dataset\drink\012093.jpg,drink
Dataset\walk\017732.jpg,walk
Dataset\yes\021179.jpg,yes
Dataset\help\014243.jpg,help
Dataset\who\018961.jpg,who
Dataset\cousin\008396.jpg,cousin
Dataset\drink\011283.jpg,drink
Dataset\before\001414.jpg,before
Dataset\before\001131.jpg,before
Dataset\walk\017427.jpg,walk
Dataset\drink\011288.jpg,drink
Dataset\year\019949.jpg,year
Dataset\who\019345.jpg,who
Dataset\no\014887.jpg,no
Dataset\before\001622.jpg,before
Dataset\go\013310.jpg,go
Dataset\help\014196.jpg,help
Dataset\walk\017387.jpg,walk
Dataset\walk\017639.jpg,walk
Dataset\yes\021237.jpg,yes
Dataset\fine\012541.jpg,fine
Dataset\year\019796.jpg,year
Dataset\year\020249.jpg,year
Dataset\book\003299.jpg,book
Dataset\fine\012877.jpg,fine
Dataset\cousin\008609.jpg,cousin
Dataset\who\018853.jpg,who
Dataset\fine\012838.jpg,fine
Dataset\walk\017251.jpg,walk
Dataset\fine\012385.jpg,fine
Dataset\thin\015843.jpg,thin
Dataset\thin\016681.jpg,thin
Dataset\who\019420.jpg,who
Dataset\drink\011854.jpg,drink
Dataset\drink\011921.jpg,drink
Dataset\cousin\008574.jpg,cousin
Dataset\drink\011457.jpg,drink
Dataset\drink\011181.jpg,drink
Dataset\fine\012625.jpg,fine
Dataset\year\019986.jpg,year
Dataset\computer\008201.jpg,computer
Dataset\all\000423.jpg,all
Dataset\who\019545.jpg,who
Dataset\drink\011987.jpg,drink
Dataset\no\015483.jpg,no
Dataset\help\014060.jpg,help
Dataset\fine\012632.jpg,fine
Dataset\year\020723.jpg,year
Dataset\chair\006358.jpg,chair
Dataset\all\000484.jpg,all
Dataset\book\003847.jpg,book
Dataset\who\019275.jpg,who
Dataset\before\001316.jpg,before
Dataset\walk\017848.jpg,walk
Dataset\candy\004942.jpg,candy
Dataset\no\015537.jpg,no
Dataset\thin\016012.jpg,thin
Dataset\cousin\009381.jpg,cousin
Dataset\year\020721.jpg,year
Dataset\no\015411.jpg,no
Dataset\before\001577.jpg,before
Dataset\walk\017696.jpg,walk
Dataset\drink\012304.jpg,drink
Dataset\yes\021464.jpg,yes
Dataset\walk\017785.jpg,walk
Dataset\deaf\010317.jpg,deaf
Dataset\cousin\008404.jpg,cousin
Dataset\no\015580.jpg,no
Dataset\yes\021525.jpg,yes
Dataset\computer\007727.jpg,computer
Dataset\before\001990.jpg,before
Dataset\cousin\008575.jpg,cousin
Dataset\deaf\010194.jpg,deaf
Dataset\yes\021548.jpg,yes
Dataset\yes\021149.jpg,yes
Dataset\yes\021240.jpg,yes
Dataset\walk\017069.jpg,walk
Dataset\computer\008181.jpg,computer
Dataset\all\000122.jpg,all
Dataset\black\002610.jpg,black
Dataset\yes\021177.jpg,yes
Dataset\black\002803.jpg,black
Dataset\who\018865.jpg,who
Dataset\before\000954.jpg,before
Dataset\chair\005793.jpg,chair
Dataset\cousin\008486.jpg,cousin
Dataset\before\001331.jpg,before
Dataset\fine\012995.jpg,fine
Dataset\computer\008240.jpg,computer
Dataset\fine\012590.jpg,fine
Dataset\candy\004745.jpg,candy
Dataset\computer\007761.jpg,computer
Dataset\before\001271.jpg,before
Dataset\no\014585.jpg,no
Dataset\candy\004853.jpg,candy
Dataset\before\001692.jpg,before
Dataset\year\020000.jpg,year
Dataset\help\013884.jpg,help
Dataset\yes\021510.jpg,yes
Dataset\drink\012085.jpg,drink
Dataset\deaf\009587.jpg,deaf
Dataset\fine\012442.jpg,fine
Dataset\book\002975.jpg,book
Dataset\cousin\009359.jpg,cousin
Dataset\chair\006367.jpg,chair
Dataset\cousin\009415.jpg,cousin
Dataset\no\015303.jpg,no
Dataset\candy\004742.jpg,candy
Dataset\deaf\009710.jpg,deaf
Dataset\before\001209.jpg,before
Dataset\deaf\009594.jpg,deaf
Dataset\fine\013022.jpg,fine
Dataset\deaf\009681.jpg,deaf
Dataset\cousin\009190.jpg,cousin
Dataset\year\019824.jpg,year
Dataset\no\015198.jpg,no
Dataset\before\001091.jpg,before
Dataset\book\003121.jpg,book
Dataset\fine\012828.jpg,fine
Dataset\yes\021077.jpg,yes
Dataset\yes\021040.jpg,yes
Dataset\before\001534.jpg,before
Dataset\clothes\007048.jpg,clothes
Dataset\before\001412.jpg,before
Dataset\year\020136.jpg,year
Dataset\chair\006096.jpg,chair
Dataset\year\019884.jpg,year
Dataset\black\002615.jpg,black
Dataset\black\002637.jpg,black
Dataset\drink\011698.jpg,drink
Dataset\drink\011421.jpg,drink
Dataset\black\002665.jpg,black
Dataset\drink\011020.jpg,drink
Dataset\candy\005439.jpg,candy
Dataset\drink\012275.jpg,drink
Dataset\who\018415.jpg,who
Dataset\computer\008196.jpg,computer
Dataset\no\015257.jpg,no
Dataset\cousin\008576.jpg,cousin
Dataset\fine\013050.jpg,fine
Dataset\year\020475.jpg,year
Dataset\fine\012851.jpg,fine
Dataset\drink\010959.jpg,drink
Dataset\candy\004897.jpg,candy
Dataset\no\015337.jpg,no
Dataset\computer\008020.jpg,computer
Dataset\thin\015956.jpg,thin
Dataset\chair\006463.jpg,chair
Dataset\clothes\006495.jpg,clothes
Dataset\book\004207.jpg,book
Dataset\thin\015927.jpg,thin
Dataset\clothes\006519.jpg,clothes
Dataset\before\001768.jpg,before
Dataset\computer\007714.jpg,computer
Dataset\deaf\009845.jpg,deaf
Dataset\year\020354.jpg,year
Dataset\yes\021611.jpg,yes
Dataset\fine\012953.jpg,fine
Dataset\fine\012748.jpg,fine
Dataset\thin\015770.jpg,thin
Dataset\who\018330.jpg,who
Dataset\candy\005251.jpg,candy
Dataset\cousin\008483.jpg,cousin
Dataset\computer\008159.jpg,computer
Dataset\drink\012164.jpg,drink
Dataset\computer\007303.jpg,computer
Dataset\go\013605.jpg,go
Dataset\drink\011125.jpg,drink
Dataset\year\020031.jpg,year
Dataset\no\015413.jpg,no
Dataset\before\001003.jpg,before
Dataset\candy\005158.jpg,candy
Dataset\no\015239.jpg,no
Dataset\yes\021121.jpg,yes
Dataset\clothes\007265.jpg,clothes
Dataset\who\019405.jpg,who
Dataset\chair\006245.jpg,chair
Dataset\drink\011607.jpg,drink
Dataset\computer\007999.jpg,computer
Dataset\clothes\006921.jpg,clothes
Dataset\who\018567.jpg,who
Dataset\chair\006166.jpg,chair
Dataset\fine\013107.jpg,fine
Dataset\computer\007896.jpg,computer
Dataset\black\002147.jpg,black
Dataset\drink\010953.jpg,drink
Dataset\black\002663.jpg,black
Dataset\drink\010799.jpg,drink
Dataset\drink\011143.jpg,drink
Dataset\cousin\008589.jpg,cousin
Dataset\book\004340.jpg,book
Dataset\book\003195.jpg,book
Dataset\help\014093.jpg,help
Dataset\book\002954.jpg,book
Dataset\cousin\009398.jpg,cousin
Dataset\deaf\009786.jpg,deaf
Dataset\candy\005450.jpg,candy
Dataset\drink\010902.jpg,drink
Dataset\book\004246.jpg,book
Dataset\black\002311.jpg,black
Dataset\cousin\009273.jpg,cousin
Dataset\chair\006028.jpg,chair
Dataset\fine\012901.jpg,fine
Dataset\walk\017108.jpg,walk
Dataset\book\003796.jpg,book
Dataset\chair\006329.jpg,chair
Dataset\before\001281.jpg,before
Dataset\who\019055.jpg,who
Dataset\candy\004437.jpg,candy
Dataset\candy\005107.jpg,candy
Dataset\who\019158.jpg,who
Dataset\fine\012850.jpg,fine
Dataset\fine\012921.jpg,fine
Dataset\cousin\009135.jpg,cousin
Dataset\help\014363.jpg,help
Dataset\year\019708.jpg,year
Dataset\deaf\009768.jpg,deaf
Dataset\no\015485.jpg,no
Dataset\drink\011133.jpg,drink
Dataset\candy\004626.jpg,candy
Dataset\year\020380.jpg,year
Dataset\all\000223.jpg,all
Dataset\book\003546.jpg,book
Dataset\help\014494.jpg,help
Dataset\black\002443.jpg,black
Dataset\walk\017279.jpg,walk
Dataset\computer\007531.jpg,computer
Dataset\before\001973.jpg,before
Dataset\before\001571.jpg,before
Dataset\year\019927.jpg,year
Dataset\black\002282.jpg,black
Dataset\black\002822.jpg,black
Dataset\before\002022.jpg,before
Dataset\thin\016027.jpg,thin
Dataset\yes\021792.jpg,yes
Dataset\yes\021285.jpg,yes
Dataset\deaf\009923.jpg,deaf
Dataset\year\020615.jpg,year
Dataset\black\002557.jpg,black
Dataset\clothes\006816.jpg,clothes
Dataset\cousin\008888.jpg,cousin
Dataset\walk\018197.jpg,walk
Dataset\year\020237.jpg,year
Dataset\book\003345.jpg,book
Dataset\before\000903.jpg,before
Dataset\no\015297.jpg,no
Dataset\all\000182.jpg,all
Dataset\thin\015926.jpg,thin
Dataset\drink\011716.jpg,drink
Dataset\cousin\008767.jpg,cousin
Dataset\walk\017559.jpg,walk
Dataset\before\001854.jpg,before
Dataset\help\014159.jpg,help
Dataset\year\021010.jpg,year
Dataset\yes\021384.jpg,yes
Dataset\thin\015899.jpg,thin
Dataset\drink\010904.jpg,drink
Dataset\clothes\007213.jpg,clothes
Dataset\before\001459.jpg,before
Dataset\drink\011267.jpg,drink
Dataset\all\000627.jpg,all
Dataset\help\014307.jpg,help
Dataset\book\003967.jpg,book
Dataset\fine\012984.jpg,fine
Dataset\before\001927.jpg,before
Dataset\candy\004984.jpg,candy
Dataset\fine\012899.jpg,fine
Dataset\who\018548.jpg,who
Dataset\cousin\009086.jpg,cousin
Dataset\walk\018299.jpg,walk
Dataset\year\020153.jpg,year
Dataset\fine\012929.jpg,fine
Dataset\book\003657.jpg,book
Dataset\cousin\008782.jpg,cousin
Dataset\fine\012932.jpg,fine
Dataset\cousin\008923.jpg,cousin
Dataset\no\015221.jpg,no
Dataset\help\014545.jpg,help
Dataset\computer\007797.jpg,computer
Dataset\thin\016273.jpg,thin
Dataset\drink\011425.jpg,drink
Dataset\computer\007651.jpg,computer
Dataset\fine\012863.jpg,fine
Dataset\year\020901.jpg,year
Dataset\candy\004931.jpg,candy
Dataset\help\014214.jpg,help
Dataset\year\019657.jpg,year
Dataset\yes\021507.jpg,yes
Dataset\deaf\010332.jpg,deaf
Dataset\all\000249.jpg,all
Dataset\computer\008383.jpg,computer
Dataset\fine\013039.jpg,fine
Dataset\who\018492.jpg,who
Dataset\computer\008146.jpg,computer
Dataset\book\004000.jpg,book
Dataset\drink\010646.jpg,drink
Dataset\computer\008381.jpg,computer
Dataset\deaf\009771.jpg,deaf
Dataset\candy\005035.jpg,candy
Dataset\walk\017937.jpg,walk
Dataset\before\002087.jpg,before
Dataset\candy\004981.jpg,candy
Dataset\go\013688.jpg,go
Dataset\deaf\010019.jpg,deaf
Dataset\go\013296.jpg,go
Dataset\year\020932.jpg,year
Dataset\black\002590.jpg,black
Dataset\walk\018281.jpg,walk
Dataset\who\018437.jpg,who
Dataset\cousin\008630.jpg,cousin
Dataset\candy\005147.jpg,candy
Dataset\candy\004528.jpg,candy
Dataset\who\019504.jpg,who
Dataset\candy\005036.jpg,candy
Dataset\walk\018182.jpg,walk
Dataset\no\014957.jpg,no
Dataset\year\020993.jpg,year
Dataset\book\004255.jpg,book
Dataset\yes\021852.jpg,yes
Dataset\yes\021118.jpg,yes
Dataset\no\015063.jpg,no
Dataset\thin\016226.jpg,thin
Dataset\walk\018237.jpg,walk
Dataset\help\014149.jpg,help
Dataset\computer\007917.jpg,computer
Dataset\computer\008199.jpg,computer
Dataset\book\004230.jpg,book
Dataset\computer\008224.jpg,computer
Dataset\yes\021713.jpg,yes
Dataset\yes\021182.jpg,yes
Dataset\before\000885.jpg,before
Dataset\before\001040.jpg,before
Dataset\book\002898.jpg,book
Dataset\chair\005567.jpg,chair
Dataset\who\018866.jpg,who
Dataset\year\020599.jpg,year
Dataset\black\002446.jpg,black
Dataset\no\015719.jpg,no
Dataset\no\014788.jpg,no
Dataset\walk\017310.jpg,walk
Dataset\walk\017978.jpg,walk
Dataset\computer\008073.jpg,computer
Dataset\help\014352.jpg,help
Dataset\before\002096.jpg,before
Dataset\book\003858.jpg,book
Dataset\year\020170.jpg,year
Dataset\clothes\007072.jpg,clothes
Dataset\book\003478.jpg,book
Dataset\candy\005291.jpg,candy
Dataset\before\001011.jpg,before
Dataset\chair\005815.jpg,chair
Dataset\candy\005364.jpg,candy
Dataset\thin\016608.jpg,thin
Dataset\computer\007647.jpg,computer
Dataset\thin\015995.jpg,thin
Dataset\deaf\009865.jpg,deaf
Dataset\candy\005315.jpg,candy
Dataset\help\014501.jpg,help
Dataset\year\020247.jpg,year
Dataset\go\013578.jpg,go
Dataset\before\000935.jpg,before
Dataset\cousin\008795.jpg,cousin
Dataset\no\015568.jpg,no
Dataset\no\014757.jpg,no
Dataset\year\020252.jpg,year
Dataset\before\001344.jpg,before
Dataset\drink\011400.jpg,drink
Dataset\all\000360.jpg,all
Dataset\year\020863.jpg,year
Dataset\year\020620.jpg,year
Dataset\before\000960.jpg,before
Dataset\yes\021268.jpg,yes
Dataset\before\001149.jpg,before
Dataset\book\002955.jpg,book
Dataset\chair\005765.jpg,chair
Dataset\before\002052.jpg,before
Dataset\who\019610.jpg,who
Dataset\before\002055.jpg,before
Dataset\go\013541.jpg,go
Dataset\no\014685.jpg,no
Dataset\who\019503.jpg,who
Dataset\thin\016401.jpg,thin
Dataset\cousin\008487.jpg,cousin
Dataset\cousin\008529.jpg,cousin
Dataset\fine\012424.jpg,fine
Dataset\drink\010871.jpg,drink
Dataset\deaf\010394.jpg,deaf
Dataset\walk\017125.jpg,walk
Dataset\year\020329.jpg,year
Dataset\thin\015876.jpg,thin
Dataset\who\018349.jpg,who
Dataset\thin\016587.jpg,thin
Dataset\clothes\007110.jpg,clothes
Dataset\chair\006073.jpg,chair
Dataset\computer\007590.jpg,computer
Dataset\year\020637.jpg,year
Dataset\drink\010962.jpg,drink
Dataset\walk\017039.jpg,walk
Dataset\book\003609.jpg,book
Dataset\deaf\010116.jpg,deaf
Dataset\cousin\009240.jpg,cousin
Dataset\thin\015806.jpg,thin
Dataset\go\013311.jpg,go
Dataset\chair\005842.jpg,chair
Dataset\yes\021364.jpg,yes
Dataset\who\019213.jpg,who
Dataset\help\014128.jpg,help
Dataset\chair\005930.jpg,chair
Dataset\before\001237.jpg,before
Dataset\chair\006238.jpg,chair
Dataset\thin\015982.jpg,thin
Dataset\drink\011808.jpg,drink
Dataset\drink\012308.jpg,drink
Dataset\year\020121.jpg,year
Dataset\year\020774.jpg,year
Dataset\black\002395.jpg,black
Dataset\walk\017541.jpg,walk
Dataset\deaf\009518.jpg,deaf
Dataset\year\020413.jpg,year
Dataset\who\019432.jpg,who
Dataset\drink\011877.jpg,drink
Dataset\who\018803.jpg,who
Dataset\no\015449.jpg,no
Dataset\who\018921.jpg,who
Dataset\no\015427.jpg,no
Dataset\no\015114.jpg,no
Dataset\fine\013145.jpg,fine
Dataset\walk\017443.jpg,walk
Dataset\walk\016869.jpg,walk
Dataset\walk\017389.jpg,walk
Dataset\computer\007916.jpg,computer
Dataset\book\003538.jpg,book
Dataset\chair\005736.jpg,chair
Dataset\yes\021711.jpg,yes
Dataset\thin\016266.jpg,thin
Dataset\black\002747.jpg,black
Dataset\help\014512.jpg,help
Dataset\all\000103.jpg,all
Dataset\fine\013025.jpg,fine
Dataset\before\001662.jpg,before
Dataset\fine\012793.jpg,fine
Dataset\drink\011644.jpg,drink
Dataset\deaf\010220.jpg,deaf
Dataset\drink\012285.jpg,drink
Dataset\computer\007807.jpg,computer
Dataset\chair\006174.jpg,chair
Dataset\drink\011013.jpg,drink
Dataset\cousin\009003.jpg,cousin
Dataset\before\001695.jpg,before
Dataset\clothes\006660.jpg,clothes
Dataset\year\020146.jpg,year
Dataset\thin\016699.jpg,thin
Dataset\chair\006069.jpg,chair
Dataset\chair\006101.jpg,chair
Dataset\walk\018211.jpg,walk
Dataset\all\000269.jpg,all
Dataset\all\000519.jpg,all
Dataset\drink\011641.jpg,drink
Dataset\walk\016949.jpg,walk
